document_id,clean_text,sentiment
578,nisei male born april lo angel california grew boyl height area lo angel world war ii remov santa anita assembl center california rohwer concentr camp arkansa leav camp live famili burbank trailer camp return lo angel establish career japanes american newspap rafu shimpo,neutral
579,nisei femal born februari lo angel california grew venic california father uncl ran carniv concess stand bomb pearl harbor remov santa anita assembl center california granada amach concentr camp colorado part group organ quaker leav camp return west coast settl pasadena california,positive
580,nisei male born march lo angel california grew lo angel father work produc buyer world war ii remov santa anita assembl center california jerom concentr camp arkansa left camp work chicago draft militari serv militari intellig servic philippin japan war return lo angel work sumitomo bank,negative
581,nisei male born august lo angel california grew glendal area father ran garden busi colleg uc berkeley japan bomb pearl harbor world war ii remov manzanar concentr camp california left camp work chicago draft armi serv militari intellig servic japan return california start account firm becam involv mani commun organ lo angel,positive
582,nisei femal born octob seattl washington move lo angel california famili around age six graduat high school attend trade school dressmak japan bomb pearl harbor world war ii remov santa anita assembl center california gila river concentr camp arizona leav camp work year cleveland ohio eventu return lo angel,neutral
583,nisei femal born novemb harwick california world war ii age nine remov famili fresno assembl center california jerom rohwer concentr camp arkansa leav camp resettl chicago time move florida attend colleg appear stage product world suzi wong new york went establish act career film stage,negative
584,nisei male born may san juan capistrano california grew variou place california world war ii remov famili poston concentr camp arizona poston famili sign nono socal loyalti questionnair transfer tule lake father two older brother renounc u citizenship eventu expatri japan rest famili return california leav camp mr kawaratani establish success career urban planner lo angel commun redevelop agenc,negative
585,nisei femal born may portland oregon grew small town brook oregon parent ran farm prior world war ii becam nurs marri child world war ii remov portland assembl center oregon tule lake concentr camp california work camp hospit transfer one year minidoka concentr camp idaho war eventu return portland resum nurs career,neutral
586,nisei male born juli sacramento california move frequent child mother pas away world war ii remov manzanar concentr camp california graduat high school manzanar left camp attend morningsid colleg iowa draft armi serv medic corp eventu return california becam activ manzanar committe,positive
587,sansei femal born may lo angel california grew boyl height area lo angel world war ii remov poston concentr camp arizona left camp denver colorado eventu return lo angel california took father travel agenc lo angel,negative
588,sansei femal born octob compton california infant taken famili manzanar concentr camp california govern issu socal loyalti questionnair famili transfer tule lake concentr camp california leav camp live ten year farm labor camp island outsid stockton eventu end live san fernando valley becam activ japanes american citizen leagu,positive
589,nisei male born august lo angel california grew lo angel area world war ii remov santa anita assembl center california granada amach concentr camp colorado leav camp return california becam involv numer civil right organ movement postwar found manzanar organ particip make annual pilgrimag lo angel former manzanar camp site foot,neutral
590,nisei male born januari el centro california grew variou place father establish seed busi world war ii remov pomona assembl center california heart mountain concentr camp wyom leav camp serv armi korea establish career foreign servic work countri vietnam nicaragua,negative
591,niseisansei male born juli venic california world war ii remov manzanar concentr camp california leav camp live time denver return lo angel war becam pioneer filmmak founder visual commun oldest communitybas medium art center unit state along wife karen ishizuka found medium art center japanes american nation museum,neutral
592,nisei male born juli santa monica california grew santa monica area parent ran nurseri busi world war ii remov manzanar concentr camp california leav camp work chick sexer technic illustr aerospac industri life insur salesman return california becam involv commun organ,negative
593,nisei femal born may lo angel california grew lo angel parent ran clean busi world war ii remov manzanar concentr camp california famili leav camp return lo angel parent reestablish famili busi studi perform japanes classic danc war,negative
594,sansei femal born april sacramento california grew sacramento move boyl height california world war ii remov santa anita assembl center california rohwer concentr camp arkansa leav camp attend school chicago return lo angel establish career nurs teach,neutral
595,nisei male born februari lo angel california age three japan bomb pearl harbor remov famili poston concentr camp arizona leav camp return lo angel world war ii serv u air forc later becam involv numer japanes american commun organ includ form asian pacif lesbian gay,positive
596,nisei male born june rosemead california grew rosemead area world war ii remov tular assembl center california gila river concentr camp arizona left camp live de moin iowa time draft militari serv europ nd regiment combat team war return california becam teacher artist,negative
597,nisei femal born februari lo angel california grew lo angel world war ii remov manzanar concentr camp california leav camp live time colorado return california war becam teacher artist,neutral
598,nisei male born june lo angel california grew lo angel area parent own flower shop world war ii remov santa anita assembl center california gila river concentr camp arizona left camp work minneapoli minnesota sever year return lo angel,positive
599,white femal born decemb boulder colorado senior circuit judg unit state court appeal ninth circuit gordon hirabayashi coram nobi case judg schroeder author opinion vacat hirabayashi curfew exclus convict proof alleg government misconduct,positive
600,sansei femal born septemb canet peru grew peru parent ran success store world war ii father arrest fbi remov famili elsa mother sibl deport peru taken ship crystal citi intern camp texa reunit father leav camp famili work seabrook farm new jersey move chicago illinoi elsa eventu resettl hawaii,negative
601,nisei femal born novemb honolulu hawaii grew aala neighborhood honolulu war parent oper hat clean busi directli bomb pearl harbor father arrest fbi intern sever camp,neutral
602,nisei male born juli fowler california earli age move famili fresno california world war ii remov fresno assembl center california jerom concentr camp arkansa transfer gila river concentr camp arizona jerom close leav camp live cleveland ohio time eventu return california,negative
603,nisei femal born juli dominguez hill california grew dominguez hill parent ran farm world war ii remov tular assembl center california gila river concentr camp arizona leav camp live sever year chicago illinoi return california becam dietit war,negative
604,nisei femal born march boyl height neighborhood lo angel california world war ii remov santa anita assembl center california rohwer concentr camp arkansa leav camp move famili new orlean louisiana remain new orlean thirteen year finish school establish career microbiologist eventu return lo angel,positive
605,nisei male born januari manzanar concentr camp california world war ii left camp famili lo angel area parent live war establish career engin activ littl tokyo servic center,neutral
606,nisei male born decemb lo angel california grew california parent ran success groceri store busi world war ii remov santa anita assembl center california heart mountain concentr camp wyom heart mountain becam involv boy scout activ left camp return california draft armi servic return lo angel becam teacher,negative
607,nisei male born februari brawley california grew el centro california parent ran farm world war ii remov poston concentr camp arizona famili sign nono socal loyalti questionnair transfer crystal citi intern camp texa japan live work japan return unit state,neutral
608,nisei male born april waialua hawaii grew hawaii father buddhist priest world war ii serv nd regiment combat team franc itali war went law school eventu return hawaii,positive
609,nisei male born june lima peru parent origin immigr peru okinawa japan world war ii remov famili crystal citi intern camp texa leav crystal citi move kauai hawaii establish success career architect,neutral
610,white male born novemb san jose california draft militari japan bomb pearl harbor world war ii serv militari polic guard tule lake concentr camp california ship oversea captur franc prison war held germani complet militari servic return san jose,positive
611,nisei femal born june mayfield california grew mountain view area famili ran berri farm japan bomb pearl harbor famili decid move utah avoid mass remov attend high school utah return california enrol san jose state univers remain san jose,negative
612,nisei femal born march san jose california prior world war ii sent father live japan rel remain japan war attend school work airplan part factori support japanes war effort eventu return unit state san jose,positive
613,nisei femal born octob strawberri hill british columbia near vancouv grew strawberri hill parent ran farm world war ii famili remov inland farm near winnipeg molli eventu marri move california,negative
614,nisei male born april san francisco california grew san jose california father ran farm activ member japanes american citizen leagu help run san jose offic japan bomb pearl harbor world war ii remov santa anita assembl center california heart mountain concentr camp wyom war return san jose,positive
615,nisei male born juli saratoga california grew saratoga father work garden larg estat bomb pearl harbor father move famili inland reedley attempt avoid mass remov eventu remov poston concentr camp arizona leav camp return california graduat stanford univers master mechan engin went establish prestig career aerospac industri becom presid lockhe martin missil space,negative
616,nisei femal born decemb gardena california grew gardena parent ran restaur bomb pearl harbor father arrest taken away fbi mass remov famili sent manzanar concentr camp california reunit father follow leav clearanc questionnair famili transfer tule lake concentr camp california repatri japan grace live work japan year half return california finish school becom nurs,neutral
617,nisei male born may brawley california grew brawley parent ran farm world war ii remov poston concentr camp arizona leav camp draft armi serv militari intellig servic japan korea discharg return california,positive
618,nisei male born februari auburn washington grew auburn father work great northern railroad famili also ran farm world war ii remov pinedal assembl center tule lake concentr camp oregon famili transfer topaz concentr camp utah kiwamu left camp ogden utah volunt militari intellig servic serv philippin liasion gener macarthur famili japan u occup,neutral
619,nisei femal born juli honolulu hawaii grew commun aala vibrant neighborhood japanes american busi famili ran dri good store establish career educ becam involv variou commun organ,positive
620,issei femal born novemb okinawa japan grew japan parent ran farm world war ii alli forc land okinawa fled home villag larg group hid jungl war return home marri eventu move hawaii,neutral
621,nisei male born april brawley california follow bomb pearl harbor father arrest fbi mother nervou breakdown kenji sister sent stay shonien orphanag lo angel mass remov taken manzanar orphan place manzanar child villag camp reunit parent leav manzanar return california establish career develop photographi lens equip,positive
622,nisei male born march lo angel california grew boyl height area father ran pharmaci world war ii remov manzanar concentr camp california leav camp live time cleveland ohio return lo angel establish success career public health,neutral
623,nisei femal born februari lo angel california mother pas away war went live famili friend father went japan world war ii remov santa anita assembl center california heart mountain concentr camp wyom leav camp live time detroit michigan eventu return california,negative
624,nisei male born octob lo angel california world war ii remov manzanar concentr camp california leav camp return lo angel area draft militari serv korean war becam teacher activ japanes american commun organ,negative
625,nisei male born pasadena california grew el centro california father truck farmer world war ii remov famili poston colorado river concentr camp arizona leav camp live time colorado spring colorado join navi graduat colleg san diego becam engin,negative
626,nisei femal born januari monterey park california grew sever differ place california parent ran truck farm busi world war ii remov manzanar concentr camp california leav camp return pasadena area california,positive
627,nisei male born juli lo angel california grew lo angel area lost parent earli age respons younger sibl world war ii remov manzanar concentr camp california camp key figur manzanar guayul project leav camp return lo angel,negative
628,nisei male born februari seattl washington age ten sent japan live attend school return seattl prior world war ii war remov puyallup assembl center washington minidoka concentr camp idaho answer nono socal loyalti questionnair transfer tule lake concentr camp california leav camp return seattl live wife child hostel locat seattl japanes languag school establish postwar career citi seattl,negative
629,nisei male born april calexico california grew orang counti area draft armi world war ii famili remov poston concentr camp arizona father brother transfer depart justic camp eventu went japan militari servic mr uchida return california live san jose earn black belt judo teenag war head judo program san jose state sixti year instrument help judo becom nation recogn u well offici olymp sport,neutral
630,nisei male born march hollywood california bomb pearl harbor famili move sanger california avoid mass remov sent camp anyway remov area expand remov gila river concentr camp arizona leav camp return lo angel finish school becam cpa longtim volunt japanes american nation museum lo angel,positive
631,sansei male born march lo angel california son akira kageyama one key player guyaul rubberproduc project manzanar concentr camp california world war ii,positive
632,nisei femal born denver colorado grew denver father tailor establish newspap rocki nippon world war ii father remov editor newspap arrest fbi intern depart justic camp jame omura took head newspap becam known rocki shimpo m hiraga becam schoolteach denver move husband seattl washington,neutral
633,nisei femal born juli portland oregon grew portland father own cloth store world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp live time ame iowa detroit michigan return oregon rais famili,negative
634,nisei male born decemb portland oregon grew portland father ran store bomb pearl harbor famili took advantag voluntari evacu period move salt lake citi mr naito attend utah serv militari intellig war return portland establish success import busi,negative
635,nisei femal born may milwauki oregon marri bomb pearl harbor two child world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp return milwauki husband start laundri busi,negative
636,nisei male born januari portland oregon parent ran hotel busi world war ii remov portland assembl center oregon minidoka concentr camp idaho left camp earli attend colleg ohio draft militari intellig servic serv japan u occup return portland establish career physician,positive
637,nisei femal born april yakima washington grew central washington state world war ii remov portland assembl center oregon heart mountain concentr camp wyom left camp attend colleg kansa north carolina eventu return west coast,neutral
638,issei femal born octob fukuda japan grew japan immigr u marri settl portland world war ii remov portland assembl center oregon minidoka concentr camp idaho war return portland,negative
639,nisei femal born januari montavilla oregon grew portland attend colleg world war ii war remov portland assembl center oregon minidoka concentr camp idaho left camp husband live new york washington dc eventu return portland,negative
640,nisei male born march portland oregon grew gresham area world war ii draft armi war return portland becam carpent shipwright,positive
641,japanes femal born kagoshima japan world war ii serv nurs japanes armi jakarta japan war move unit state live san francisco eventu settl portland oregon,negative
642,nisei male born june grew portland oregon japan bomb pearl harbor receiv permit remain portland mass remov translat father hospit rejoin famili went minidoka concentr camp idaho leav camp return portland,negative
643,white male born spokan washington serv pastor first methodist church portland oregon mainli japanes american congreg thirteen year,negative
644,nisei male born octob gresham oregon grew gresham parent ran farm world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp return portland,positive
645,nisei femal born januari wilsonvil oregon taken japan live famili year outbreak world war ii return alon oregon join sister age sixteen help white benefactor remov portland assembl center oregon left immedi live work farm labor camp attend school help benefactor volunt militari servic serv medic corp live salt lake citi time eventu return oregon,positive
646,nisei femal born august portland oregon lost father earli age mother sibl set famili farm greenhous busi world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp return oregon,positive
647,nisei male born april troutdal oregon grew sever area oregon parent ran farm start groceri busi world war ii war remov portland assembl center oregon minidoka concentr camp idaho leav camp return oregon reestablish groceri busi,positive
648,nisei male born gresham oregon grew greshamtroutdal area parent ran farm world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp attend colleg briefli utah return home gresham,neutral
649,nisei femal born march olaa hawaii grew olaa famili move hawaii world war ii attend high school colleg japan work factori support war effort wit atom bomb nagasaki work militari govern japan eventu move portland oregon work u immigr natur servic,negative
650,kibei male born decemb pendleton oregon father pas away earli age henri taken mother sever sibl katsuura japan attend school japan work factori support war effort world war ii left japan war draft u armi korean war eventu settl portland oregon,neutral
651,nisei femal born februari portland oregon grew portland sent educ japan age sixteen marri child japan work militari govern world war ii return portland famili,neutral
652,nisei femal born septemb portland oregon grew portland famili ran greenhous busi world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp eventu return portland,neutral
653,nisei male born februari westport oregon grew portland oregon world war ii remov minidoka concentr camp idaho leav camp return oregon high school colleg went medic school eventu becom success opthalmologist serv leadership posit japanes american citizen leagu district nation level involv redress movement,neutral
654,nisei male born septemb portland oregon grew portland parent ran small groceri store world war ii remov portland assembl center oregon tule lake concentr camp california leav camp draft militari intellig servic serv japan u occup eventu return portland becam teacher school administr,negative
655,shinissei femal born juli sasebo japan child okayama world war ii war immigr unit state live work variou place includ honoulu hawaii portland oregon,negative
656,nisei male born decemb hood river oregon grew hood river father uncl ran store world war ii remov pinedal assembl center california tule lake concentr camp california leav camp attend colleg denver philadelphia eventu becam physician return oregon,positive
657,nisei femal born septemb south pasadena california grew lo angel california world war ii remov santa anita assembl center california heart mountain concentr camp wyom attend colleg philadelphia pennsylvania leav camp eventu marri move portland oregon,neutral
658,nisei male born januari portland oregon grew portland parent ran hotel busi world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp return famili portland,negative
659,nisei femal born rais hawaii bomb pearl harbor father arrest fbi rest famili remov jerom concentr camp arkansa gila river concentr camp arizona reunit father leav camp move famili japan eventu return hawaii move portland oregon,negative
660,nisei male born april oregon grew gresham oregon parent ran farm draft armi decemb bomb pearl harbor segreg fellow soldier along japanes american recruit militari intellig servic train minnesota war live time minneapoli eventu return oregon,positive
661,nisei male born june portland oregon grew portland parent ran hotel groceri busi draft armi prior bomb pearl harbor transfer armi reserv world war ii remov portland assembl center oregon minidoka concentr camp idaho war return portland establish success travel agenc,neutral
662,nisei male born januari portland oregon grew portland parent ran hotel busi world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp attend colleg cleveland ohio eventu return portland,positive
663,nisei femal born april hood river oregon grew portland oregon world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp return portland becam artist,positive
664,nisei male born galt california grew hollist california world war ii remov salina assembl center california poston concentr camp arizona draft militari serv counterintellig corp japan u occup servic join famili ontario oregon,neutral
665,nisei male born portland oregon grew oregon parent ran farm volunt armi serv medic world war ii militari discharg return oregon continu farm,positive
666,nisei femal born hood river oregon grew hood river parent own oper orchard world war ii remov pinedal assembl center tule lake concentr camp california transfer briefli heart mountain concentr camp wyom live short time salt lake citi leav camp return hood river,neutral
667,nisei male born januari portland oregon grew carver ontario oregon parent ran farm remain ontario world war ii draft militari serv counterintellig corp japan u occup return oregon militari servic continu farm,negative
668,nisei femal born asher washington grew vale oregon parent ran farm remain oregon world war ii,negative
669,nisei male born april thoma washington grew thoma father ran gener store world war ii remov pinedal assembl center california tule lake concentr camp california left camp work weiser idaho open servic station eventu move ontario oregon,neutral
670,nisei male born may grew milwauki oregon parent ran farm world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp return oregon resum farm,negative
671,nisei femal born may winslow washington famili move bank oregon natsuko young world war ii move ontario oregon avoid mass remov continu farm war,positive
672,nisei femal born juli emmett idaho grew idaho famili move eastern oregon alic still high school marri nisei man serv militari intellig servic live ontario oregon world war ii,positive
673,nisei femal born juli osco flaco california grew pismo beach california world war ii move farm labor camp near nyssa oregon live farm time idaho eventu settl portland oregon,negative
674,nisei male born januari seattl washington grew tacoma washington father ran japanes confectioneri earli move famili oregon world war ii famili took advantag voluntari evacu period move ontario oregon attend medic school establish promin career vascular surgeon,positive
675,nisei male grew lo angel california famili move fresno area avoid go camp still sent fresno assembl center california member advanc crew went earli help set jerom concentr camp arkansa,positive
676,nisei male wgrew california world war ii remov tanforan assembl center california topaz concentr camp utah,negative
677,sansei femal grew california attend san francisco state univers,positive
678,sansei male japanes canadian playwright stage director taiko artist founder current artist director minneapoli minnesota base asian american theater compani mu perform art,positive
679,nisei male grew lo angel california marri remov wife tanforan assembl center california topaz concentr camp utah world war ii,negative
680,nisei femal born hayward california marri remov husband tanforan assembl center california topaz concentr camp utah world war ii,negative
681,nisei femal born februari grew california world war ii remov poston colorado river concentr camp arizona leav camp work war reloc author offic san francisco,neutral
682,sansei femal born juli seattl washington daughter gordon hirabayashi,neutral
683,nisei femal grew san francisco california world war ii remov santa anita assembl center california topaz concentr camp utah,neutral
684,nisei male born courtland california grew clarksburg area parent ran farm world war ii remov turlock assembl center california gila river concentr camp arizona serv militari intellig servic japan eventu return clarksburg reestablish farm,positive
685,nisei femal born januari sacramento california grew small commun clarksburg courtland war world war ii remov tule lake concentr camp california leav camp return sacramento area,negative
686,nisei femal born april clarksburg california grew commun clarksburg courtland war world war ii remov marysvil assembl center tule lake concentr camp california leav camp return clarksburg area,neutral
687,nisei femal born march clarksburg california grew sacramento area prewar world war ii remov famili tule lake concentr camp california leav camp work utah lo angel eventu return sacramento,positive
688,nisei male born may clarksburg california grew clarksburg parent ran farm world war ii remov tule lake concentr camp california serv militari war return sacramento area reestablish farm busi,neutral
689,sansei male world war ii attend japanes languag school clarksburg holland gakuen,neutral
690,nisei male born novemb portland oregon grew portland parent ran hotel world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp join militari serv japan eventu return portland,negative
691,nisei femal born april portland oregon grew portland parent ran hotel went famili trip japan visit famili return shortli bomb pearl harbor world war ii remov portland assembl center oregon minidoka concentr camp idaho war return portland,negative
692,white femal born middletown new york grew monticello new york author sever book japanes american experi includ dear miss breed tanley hayami nisei son,positive
693,white male born februari seattl washington grew seattl father gene boyd work seattl park depart gene boyd athlet director collin field hous close relationship member japanes american commun seattl notabl world war ii gene boyd donat athlet equip japanes american youth held puyallup assembl center washington,neutral
694,white femal born juli seattl washington grew seattl father gene boyd work seattl park depart gene boyd athlet director collin field hous close relationship member japanes american commun seattl notabl world war ii gene boyd donat athlet equip japanes american youth held puyallup assembl center washington,neutral
695,nisei male born june san jose california teenag move famili west lo angel father garden world war ii remov manzanar concentr camp california camp jack volunt work orphan manzanar child villag also help establish christian church servic left camp de moin iowa attend colleg eventu becam minist,neutral
696,nisei femal grew west lo angel california parent farm world war ii remov manzanar concentr camp california left camp attend colleg de moin iowa eventu settl portland oregon,neutral
697,nisei male born februari lo angel california grew lo angel father custodi work world war ii remov manzanar concentr camp california finish high school manzanar left camp attend drake colleg de moin iowa draft militari serv medic nd regiment combat team europ,positive
698,sansei femal grew lo angel california young child japan bomb pearl harbor world war ii remov famili manzanar concentr camp california camp photograph renown photograph ansel adam leav camp live time chicago famili eventu return california,positive
699,nisei male born lo angel california grew lo angel parent ran farm father becam garden world war ii remov manzanar concentr camp california left camp finish high school chicago illinoi attend colleg minneapoli minnesota draft militari eventu return lo angel establish career industri design,negative
700,nisei male born spreckel california soon minoru born father decid move famili japan live japan world war ii return u went school chicago time eventu settl southern california,positive
701,nisei femal born seattl washington grew seattl parent oper hotel world war ii remov puyallup assembl center washington minidoka concentr camp idaho left camp live work new york work sever year japan u occup forc return u work pentagon retir move portland oregon,neutral
702,nisei male born august honolulu hawaii bomb pearl harbor volunt armi serv europ nd regiment combat team discharg call back activ duti serv u counterintellig corp japan,positive
703,nisei femal born portland oregon grew portland parent ran hotel busi world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp return portland,neutral
704,nisei male born sacramento california grew sacramento parent oper restaur world war ii remov merc assembl center california granada amach concentr camp colorado transfer crystal citi intern camp texa went japan famili live japan time return u finish school serv u navi korean war eventu move san jose california becam dentist,positive
705,nisei femal born februari san francisco california grew san francisco father promin buddhist minist world war ii remov tanforan assembl center california manzanar concentr camp california leav camp return california father instrument plan build cemeteri monument manzanar war,positive
706,nisei femal born gilroy california grew gilroy area parent ran farm world war ii remov salina assembl center california poston concentr camp arizona left camp attend univers philadelphia pennsylvania eventu becom medic technician war return california,neutral
707,nisei femal born grew culver citi california parent ran nurseri busi world war ii remov manzanar concentr camp california return california war,positive
708,nisei femal born grew culver citi california parent ran nurseri busi world war ii remov manzanar concentr camp california return california war,positive
709,nisei femal born januari lo angel california grew lo angel parent ran florist shop world war ii sent manzanar concentr camp california leav camp live work famili seabrook farm new jersey leav attend school philadelphia pennsylvania eventu return california,neutral
710,nisei femal born montebello california live sever place southern california father flower grower world war ii remov manzanar concentr camp california marri child camp left manzanar chicago illinoi,positive
711,nisei male born lo angel california grew lo angel area world war ii remov manzanar concentr camp california leav camp live sawtel california time draft armi serv korea live arizona nevada war,positive
712,nisei male born lo angel california father ran fruit stand mother japanes languag school teacher world war ii remov manzanar concentr camp california left camp move milwauke wisconsin eventu establish career chemistri,neutral
713,nisei femal born octob manzanar concentr camp california daughter wellknown artist henri fukuhara leav camp famili move new york yoshino eventu return live california famili resid world war ii,positive
714,nisei male born april oak grove oregon grew hood river oregon area parent ran farm world war ii remov pinedal assembl center california tule lake concentr camp california minidoka concentr camp idaho volunt serv u armi war militari servic return hood river area,negative
715,nisei male born januari dee oregon grew dee former sawmil town father work oregon lumber compani shig went live japan three year age seven world war ii bomb pearl harbor volunt u armi eventu serv medic administr corp servic return hood river area,negative
716,nisei femal born may carlisl washington grew seattl washington parent ran hotel world war ii remov puyallup assembl center washington minidoka concentr camp idaho leav camp live time chicago illinoi return oregon,negative
717,nisei femal born februari portland oregon grew portland parent ran hotel busi world war ii remov famili portland assembl center oregon minidoka concentr camp idaho leav camp attend high school time salt lake citi utah return portland,neutral
718,nisei male born april portland oregon grew montavilla oregon father ran japaneselanguag newspap world war ii remov portland assembl center oregon minidoka concentr camp idaho war serv korea u militari return oregon becam physician,positive
719,nisei femal born novemb portland oregon grew portland parent ran hotel busi world war ii remov portland assembl center oregon minidoka concentr camp idaho left camp attend colleg ohio eventu return portland,negative
720,nisei male born januari portland oregon grew portland parent ran gener merchandis store world war ii remov portland assembl center oregon minidoka concentr camp idaho left camp east coast parent want repatri japan secur place us gripsholm remain unit state went crystal citi intern camp texa war return portland,neutral
721,nisei male born june hillsboro oregon grew hillsboro parent ran produc busi farm world war ii remov portland assembl center oregon minidoka concentr camp idaho left camp bois idaho mother receiv medic treatment eventu return oregon serv militari servic becam dentist,neutral
722,nisei femal born februari fresno california famili move seattl washington father becam minist seattl buddhist templ war remov puyallup assembl center washington minidoka concentr camp idaho transfer crystal citi intern camp texa reunit father arrest fbi bomb pearl harbor war return seattl parent reestablish buddhist templ etsuko famili eventu move portland oregon,positive
723,nisei male born june everett washington grew primarili hillsboro oregon famili ran produc busi farm world war ii remov famili portland assembl center oregon minidoka concentr camp idaho leav camp return oregon eventu move woodland washington establish success nurseri busi,negative
724,nisei femal born januari portland oregon grew fairview oregon famili ran farm marri child world war ii war remov portland assembl center oregon minidoka concentr camp idaho leav camp return fairview,negative
725,nisei femal born octob parkdal oregon grew parkdal parent ran farm world war ii remov pinedal assembl center california tule lake concentr camp california transfer famili minidoka concentr camp idaho left camp attend sew school new york eventu return hood river oregon,positive
726,nisei male born april portland oregon grew lake oswego oregon parent ran farm world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp work time draft armi eventu return portland establish career advertis,negative
727,nisei male born februari odel oregon grew odel parent ran farm world war ii remov pinedal assembl center california tule lake concentr camp california transfer minidoka concentr camp idaho serv militari return hood river area,negative
728,nisei male born april portland oregon grew portland area father work railroad world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp serv militari eventu return portland becam teacher,neutral
729,nisei femal born septemb san francisco california grew california father work bookkeep world war ii remov manzanar concentr camp california leav camp move famili rural commun maryland seabrook farm new jersey eventu return california,negative
730,nisei male born tacoma washington grew tacoma father work produc busi bomb pearl harbor remov pinedal assembl center california tule lake concentr camp california left camp temporarili work harvest sugar beet sugar compani draft armi war establish success career studi influenza viru,negative
731,white male born arkansa world war ii father project director rohwer concentr camp arkansa jame along two sibl parent live rohwer,positive
732,white male born arkansa world war ii father project director rohwer concentr camp arkansa william along two sibl parent live rohwer,neutral
733,white femal born arkansa world war ii father project director rohwer concentr camp arkansa dorothi along two sibl parent live rohwer,negative
734,nisei femal born termin island california grew termin island father fisherman bomb pearl harbor father arrest fbi rest famili move compton california remov manzanar concentr camp california leav camp live sever year long beach trailer park cabrillo govern hous project,positive
735,nisei femal born termin island california grew termin island father fisherman bomb pearl harbor father arrest fbi rest famili move compton california remov manzanar concentr camp california leav camp live sever year long beach trailer park cabrillo govern hous project,neutral
736,white femal grew california move lone pine child world war ii visit manzanar concentr camp california trip camp fire girl activ lone pine commun group establish film festiv featur movi area,positive
737,nisei femal born novemb dee oregon grew dee parent farm finish colleg bomb pearl harbor world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp live time milwauke wisconsin return hood river oregon area,negative
738,nisei male born decemb tacoma washington grew nearbi town fife washington parent ran farm world war ii remov puyallup assembl center washington minidoka concentr camp idaho draft militari serv combat engin compani nd regiment combat team europ war becam chiropractor ontario oregon,neutral
739,nisei femal born april dall oregon grew greshamtroutdal area oregon parent ran farm world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp marri rais famili ontario oregon,negative
740,nisei femal born march obrien washington grew auburnk area washington parent ran farm groceri store world war ii remov pinedal assembl center california tule lake concentr camp california leav camp settl ontario oregon,positive
741,nisei male born may bainbridg island washington grew bainbridg parent ran strawberri farm world war ii remov manzanar concentr camp california transfer minidoka concentr camp idaho leav camp return bainbridg time volunt militari serv japan u occup return unit state establish farm ontario oregon,positive
742,nisei male born august portland oregon grew portland father physician japantown attend colleg prior world war ii war remov portland assembl center oregon minidoka concentr camp idaho left camp attend colleg draft serv armi special train unit u occup japan return medic school militari servic becam physician practic ontario oregon,neutral
743,nisei femal born march portland oregon lost mother earli age help take care famili world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp work war reloc author offic help return confisc properti japanes american return portland move south bend washington marriag oyster farmer,neutral
744,nisei male born march seattl washington grew kent washington parent ran farm move south bend washington work new washington oyster compani world war ii remov pinedal assembl center california soon left work farm utah amalgam sugar compani draft militari serv counterintellig corp japan u occup return home reestablish oyster farm south bend,neutral
745,sansei femal born april portland oregon world war ii move infant famili portland assembl center oregon minidoka concentr camp idaho leav camp famili move time new york return oregon tomiko father creat edit minidoka interlud camp tomiko famili republish distribut,neutral
746,nisei femal born march brook oregon grew brook parent ran farm world war ii remov tule lake concentr camp california transfer minidoka concentr camp idaho war return oregon remain portland,neutral
747,nisei femal born octob enumclaw washington famili move nahcotta washington ran oyster farm marri prior world war ii live husband famili farm gresham oregon war remov portland assembl center oregon minidoka concentr camp idaho leav camp return gresham,negative
748,nisei femal born march portland oregon grew independ oregon parent ran farm marri pregnant first child world war ii war remov portland assembl center oregon minidoka concentr camp idaho leav camp return gresham oregon area,neutral
749,nisei femal born juli portland oregon parent ran hotel world war ii remov famili portland assembl center oregon minidoka concentr camp idaho leav camp live time minneapoli minnesota return oregon live vanport oregon flood late return portland,neutral
750,nisei femal born januari portland oregon grew portland parent ran hotel world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp return portland,positive
751,nisei male born juli portland oregon grew portland father work railroad apart build owner world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp return portland complet school becam pharmacist,positive
752,nisei femal born februari portland oregon grew portland area parent ran farm world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp return famili portland,positive
